id,label
1,1.0
2,1.0
3,0.9999987
4,1.0
5,2.9427477e-07
6,5.810497e-08
7,2.4736686e-08
8,7.2746225e-08
9,7.3101586e-07
10,1.8286979e-06
11,2.2894159e-07
12,0.99999964
13,1.9581453e-06
14,1.0649312e-07
15,3.557262e-08
16,1.1447069e-06
17,0.99999905
18,0.99999976
19,7.511928e-09
20,1.6105166e-07
21,1.0
22,6.3193525e-06
23,1.0
24,1.0
25,7.408044e-09
26,1.0
27,1.0
28,2.0023048e-09
29,0.017889729
30,1.0
31,1.0
32,0.006072849
33,1.0
34,1.7774521e-06
35,1.24048465e-05
36,3.1972957e-06
37,7.669107e-09
38,3.4655717e-08
39,0.94082296
40,3.5662617e-09
41,0.9999999
42,1.0
43,1.0
44,1.0
45,6.1437014e-08
46,1.0
47,2.4465615e-08
48,1.0
49,1.0
50,1.8452128e-07
51,5.0964076e-08
52,8.181683e-08
53,2.0309812e-07
54,3.058642e-06
55,6.8761585e-07
56,0.99994123
57,1.0
58,4.6347837e-09
59,1.0
60,2.6852033e-08
61,8.552115e-07
62,0.9999924
63,9.682287e-11
64,2.036005e-06
65,1.0
66,0.7208738
67,1.0
68,4.3688445e-07
69,1.0
70,1.0
71,0.9999999
72,1.0
73,1.0
74,1.0
75,4.276915e-06
76,0.9999976
77,1.0
78,0.9999702
79,1.0
80,8.591749e-06
81,0.0112063745
82,8.9607784e-07
83,1.0
84,0.00030010432
85,1.0
86,0.9999156
87,0.99999607
88,0.99999917
89,1.40185294e-08
90,0.000113562026
91,4.9426137e-05
92,1.378076e-07
93,1.00893e-07
94,1.0
95,1.0
96,2.3781226e-09
97,1.0
98,1.0
99,5.8910455e-08
100,2.9913984e-08
101,4.0553138e-07
102,1.0
103,4.4626912e-08
104,3.123547e-08
105,1.0
106,1.0
107,5.6645735e-07
108,0.00041715012
109,0.9995023
110,1.0
111,1.0
112,1.0
113,0.98045725
114,5.10021e-08
115,1.380922e-06
116,4.313567e-07
117,2.6046595e-07
118,1.0
119,0.99978775
120,2.6778473e-05
121,0.00030268528
122,3.3447745e-07
123,0.00012409549
124,3.9493617e-08
125,2.1313728e-05
126,0.8917331
127,0.9999949
128,4.9965283e-08
129,1.5313906e-07
130,0.9999995
131,1.0
132,0.99925166
133,3.2278487e-07
134,2.1456601e-06
135,4.7846925e-07
136,3.525744e-08
137,1.0
138,0.9999995
139,7.080356e-05
140,3.1219024e-06
