id,label
1,0.9999994
2,1.0
3,0.99999356
4,0.9999845
5,1.8343033e-05
6,8.69254e-09
7,1.3630319e-11
8,3.733253e-11
9,4.914038e-08
10,7.5561746e-07
11,1.8042769e-05
12,0.99999356
13,9.505501e-08
14,4.1499444e-09
15,1.7228399e-07
16,8.704354e-09
17,0.9975419
18,1.0
19,7.902479e-08
20,3.049158e-09
21,1.0
22,1.1371856e-09
23,0.99999905
24,0.9998369
25,1.3587341e-10
26,0.9999994
27,0.99999964
28,2.5489695e-09
29,5.576631e-05
30,1.0
31,1.0
32,0.021501798
33,0.99999917
34,4.9070568e-05
35,4.9607475e-08
36,1.6491396e-06
37,6.737447e-10
38,3.8032848e-11
39,0.9237573
40,1.3434563e-16
41,0.99999905
42,0.99999964
43,1.0
44,1.0
45,3.4005373e-06
46,1.0
47,4.3171056e-08
48,0.9999982
49,1.0
50,3.3842863e-11
51,2.5253559e-07
52,5.925246e-08
53,1.3203666e-07
54,1.4271408e-11
55,2.721366e-07
56,1.0
57,1.0
58,3.7070788e-10
59,1.0
60,4.3414653e-07
61,1.6453649e-07
62,1.0
63,2.7731872e-10
64,2.5804404e-05
65,1.0
66,0.9453269
67,0.99999976
68,8.5287745e-08
69,0.99999917
70,1.0
71,0.9999995
72,0.9999995
73,0.9999081
74,1.0
75,0.00017221896
76,0.99999297
77,0.9999994
78,0.9999672
79,1.0
80,1.2281785e-07
81,0.033908978
82,6.471623e-06
83,1.0
84,4.3654327e-05
85,1.0
86,0.9969313
87,0.99983144
88,0.99999213
89,3.464992e-11
90,3.0486126e-06
91,3.804775e-07
92,1.3770061e-08
93,3.506142e-08
94,1.0
95,1.0
96,4.2376786e-11
97,1.0
98,0.99971324
99,1.0126354e-07
100,1.8919305e-08
101,5.3877963e-13
102,1.0
103,1.449819e-08
104,1.5834792e-09
105,0.9999801
106,1.0
107,1.1686972e-07
108,3.125525e-05
109,0.9998178
110,0.99999857
111,0.99999845
112,1.0
113,0.99987674
114,1.507579e-08
115,5.5297036e-08
116,5.255177e-07
117,2.5161915e-08
118,0.9999949
119,0.9999665
