id,label
1,1.0
2,1.0
3,1.0
4,1.0
5,7.2368806e-16
6,6.3634854e-34
7,0.0
8,0.0
9,1.8951285e-29
10,4.3071384e-30
11,1.5247892e-22
12,1.0
13,7.663548e-32
14,4.0743363e-32
15,1.1373228e-23
16,3.456194e-33
17,0.9999716
18,1.0
19,1.6781369e-24
20,0.0
21,1.0
22,1.1365509e-23
23,1.0
24,0.9999732
25,0.0
26,1.0
27,1.0
28,0.0
29,1.3967277e-17
30,1.0
31,1.0
32,0.00016309308
33,1.0
34,3.9909683e-21
35,6.317862e-36
36,5.8232563e-23
37,5.2470084e-29
38,0.0
39,0.9996536
40,0.0
41,1.0
42,1.0
43,1.0
44,1.0
45,6.4505555e-30
46,1.0
47,0.0
48,0.9999999
49,1.0
50,0.0
51,5.2261044e-25
52,0.0
53,0.0
54,0.0
55,1.0775687e-37
56,1.0
57,1.0
58,0.0
59,1.0
60,2.2230389e-35
61,3.6750035e-33
62,1.0
63,4.4297278e-38
64,3.0169212e-22
65,1.0
66,0.99949133
67,1.0
68,1.2411095e-33
69,1.0
70,1.0
71,1.0
72,1.0
73,1.0
74,1.0
75,9.797474e-13
76,1.0
77,1.0
78,1.0
79,1.0
80,2.1508306e-37
81,0.00019246299
82,2.194181e-22
83,1.0
84,5.3179598e-14
85,1.0
86,1.0
87,0.99999976
88,1.0
89,0.0
90,3.367554e-17
91,1.4531647e-25
92,1.3773314e-31
93,3.7188104e-38
94,1.0
95,1.0
96,0.0
97,1.0
98,0.9999995
99,3.0279153e-33
100,0.0
101,0.0
102,1.0
103,0.0
104,3.1419687e-34
105,0.9999906
106,1.0
107,2.6924143e-34
108,1.2318586e-20
109,1.0
110,1.0
111,0.99999917
112,1.0
113,1.0
114,3.922806e-35
115,1.0200268e-30
116,1.5649367e-30
117,1.6294178e-25
118,0.9999999
119,1.0
120,1.0917315e-22
121,1.0455763e-09
122,1.0301839e-19
123,1.7117412e-20
124,0.0
125,7.727063e-12
126,0.4621461
127,1.0
128,1.7021168e-21
129,4.2885347e-28
130,0.99999976
131,1.0
132,0.99998426
133,0.0
134,1.6217316e-36
135,4.8044986e-24
136,2.585801e-37
137,1.0
138,0.99999976
139,7.3220444e-13
140,1.9292891e-35
141,2.81136e-23
142,1.0
143,1.0
144,1.0676748e-11
145,1.6534543e-34
146,1.0
147,1.0
148,5.839884e-08
149,0.0
150,1.06029e-26
151,0.9999999
